date,title,link,department
2018/09/17,107年電視節目翻譯字幕費及配音費補助案第二梯次獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfupgoyYBURORlU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/09/12,107年度文化部推動社區營造及村落文化補助作業要點,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lylm7t1Q2iI74rrk8bIXprn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺東生活美學館
2018/09/07,107年流行音樂星品牌經紀國際發展計畫補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1dwnXBb6DNwSO3HRkp5tHdU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/08/31,107年第4次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0bITxt0bjNA6PFn1A5EbcrmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2018/08/30,107年度文化部推動博物館與地方文化館發展計畫第二階段補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KwTbtNRTlZQw3O0SqPIsarn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2018/08/29,107年度「原創漫畫內容開發與跨業發展及行銷」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO0ziwmCVWUjg53uvW+VNl8releDisGKEM+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-人文及出版司
2018/08/29,107年度電視劇本開發補助案獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfuhLg/w83lzoyyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/08/22,107年「流行音樂跨界內容合製補助案」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2efG5FkBONJO9yxQgguYVoU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/08/17,107年度文化部推動社區營造及村落文化補助計畫【自主參與類第二梯次】補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2lylm7t1Q2iJ+DlhNtsjVl3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立臺南生活美學館
2018/08/14,107 年「文化部推動社區營造及村落文化補助計畫」自主參與類第2次獲補助名單及審查委員名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3zVaZEUhqzi4fnLMWZPtYiiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,國立新竹生活美學館
2018/08/13,107年「流行音樂製作發行補助案-影視原創音樂歌曲類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1dwnXBb6DNwYWt8UBuKzXzyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/08/08,107年「流行音樂製作發行補助案-創作樂團類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1dwnXBb6DNwXBQj0YRSlNxU4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/08/07,107年度國產電影片劇本開發補助案獲選補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNVMxn8nNQ8ikrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/08/01,107年「補助文化團體及個人參與多面向拓展文化交流－視覺及表演藝術類」申請案第4次審查結果,AwardPublish.jsp?__viewstate=KSQNMhhcbO0nfkBbndJW+eMTMs+Z0AJDyNlV7l0rHpSxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-藝術發展司
2018/07/31,107年電視節目翻譯字幕費及配音費補助案第一梯次獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfutO1RRAm6BevmdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/07/31,107年度第2梯次電影人才培訓輔導要點獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNc+HX+DXuoeBrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/07/31,107年流行音樂新媒體應用節目製播計畫補助案(第一梯次)獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6Xy4HaegeVjTrn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/07/30,107年電視業海外行銷補助案第9次評選小組會議獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO1coG0HdRgd5U3Oz0CYVDVbiWi8pTbkCD2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/07/29,107年度文化部推動博物館與地方文化館發展計畫第一階段補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1KwTbtNRTlZfYEvsQJHq9bUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化資源司
2018/07/27,107年「流行音樂製作發行補助案-企製升級類」獲補助名單,AwardPublish.jsp?__viewstate=KSQNMhhcbO1dwnXBb6DNwYWt8UBuKzXzLlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/07/25,107年度第1梯次國產電影長片輔導金獲選名單,PointPublish.jsp?__viewstate=KSQNMhhcbO3rusRskFcXNQFG8L78YNCELlbxRcODRT6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-電影產業組
2018/07/24,107年「流行音樂人才培訓補助案」獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6ZbENWBUf/A8U4gEFNUeFMixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/07/23,107年第3次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果,PointPublish.jsp?__viewstate=KSQNMhhcbO0bITxt0bjNAyGHG26tpFtzUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2018/07/23,107年「流行音樂產業行銷推廣補助案-第一類」獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6VKqPS1OtT2b3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/07/20,107年「流行音樂產業行銷推廣補助案-第二類」獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO2+9WzfPL6K6VKqPS1OtT2brn/dtTH8m/ixVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-流行音樂產業組
2018/07/20,107年第1次及第2次文化部補助辦理蒙藏學術文化及人道援助活動申請案件審查結果表,PointPublish.jsp?__viewstate=KSQNMhhcbO0bITxt0bjNAyGHG26tpFtz8Juq+AZBErmxVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-蒙藏文化中心
2018/07/18,107年度第7次文化團體及個人參與多面向拓展文化交流補助申請案件審查結果一覽表,PointPublish.jsp?__viewstate=KSQNMhhcbO1KwTbtNRTlZfc4u7jLCzY6mdNC0Pv85r6xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部-文化交流司
2018/07/12,107年度紀錄片製作補助獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO2KYmI5dI6sl1oYNqNoqPVCUMBObvquLy2xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
2018/07/12,107年度新媒體跨平臺創意影音節目製作補助獲補助名單,PointPublish.jsp?__viewstate=KSQNMhhcbO1YXuS7OvNfupC8vE0gNN5O3btcjCX4x9+xVtWuyGKjeUwfVEptyrGBLgdL2bN3txI=,文化部影視及流行音樂產業局-廣播電視產業組
